,year,description,period,current_country,country
637,868,"Headed by Pang Xun, Guizhou garrison troops mutiny and move north",9th century,5
638,868,"The oldest text containing a date of printing, the Diamond Sutra, is printed",9th century,5
639,869,Pang Xun is defeated by Shatuo cavalry under Zhuye Chixin and dies,9th century,5
640,869,Kingdom of Qocho attacks the Guiyi Circuit but fails,9th century,5
641,869,Nanzhao lays siege to Chengdu but fails to capture it,9th century,5
642,870,Nanzhao lays siege to Chengdu (in Sichuan),9th century,5
643,870,Kingdom of Qocho attacks the Guiyi Circuit but fails,9th century,5
644,873,Emperor Yizong of Tang becomes critically ill and dies; his son Li Yan is enthroned by eunuchs and becomes Emperor Xizong of Tang,9th century,5
645,874,Wang Xianzhi rebels in Changyuan (in Henan),9th century,5
646,875,Huang Chao joins Wang Xianzhi in the rebellion,9th century,5
647,876,Kingdom of Qocho conquers Yi Prefecture,9th century,5
648,877,Nanzhao retreats from Qianzhong Circuit in modern Guizhou,9th century,5
649,877,"Earliest known printed almanac, the Qianfu sinian lishu (乾符四年曆書), is dated to this year",9th century,5
650,878,Wang Xianzhi dies; Huang Chao takes over,9th century,5
651,879,Guangzhou Massacre: Huang Chao sacks Guangzhou (in Guangdong) and heads north,9th century,5
652,880,Huang Chao sacks Luoyang,9th century,5
653,880,Zeng Gun withdraws Tang troops from the south and relinquishes control over Annam,9th century,5
654,881,Huang Chao occupies Chang'an; Emperor Xizong of Tang flees to Chengdu,9th century,5
655,881,Gan and Liang prefectures become independent,9th century,5
656,882,"Zhu Wen, Huang Chao's general, defects to Tang",9th century,5
657,883,Huang Chao flees from Chang'an,9th century,5
658,883,Printed books are on sale in the market of Chengdu,9th century,5
659,884,Huang Chao dies while being chased by Li Keyong,9th century,5
660,885,Emperor Xizong of Tang returns to Chang'an,9th century,5
661,885,"Qin Zongquan declares himself emperor, sacks Luoyang, and leaves",9th century,5
662,886,"Eunuch Tian Lingzi takes Emperor Xizong of Tang to Xingyuan (east of Hanzhong, Shaanxi) when Chang'an is threatened by Li Keyong and Wang Chongrong",9th century,5
663,886,Li Yun is set up as emperor by warlord Zhu Mei in Chang'an; both Yun and Mei are killed not long after,9th century,5
664,888,Emperor Xizong of Tang dies of illness; his brother Li Jie is enthroned by eunuchs and becomes  Emperor Zhaozong of Tang,9th century,5
665,890,Zhu Wen and Li Keyong engage in  a number of battles against each other,9th century,5
666,891,Wang Jian enters Chengdu,9th century,5
667,891,Qian Liu enters Suzhou (in Jiangsu),9th century,5
668,897,"Liu Yin, the jiedushi of Qinghai Circuit (Guangzhou), defeated a rebellion against him",9th century,5
669,898,Liu Yin defeats the jiedushi Zeng Gun's attempt to seize his post,9th century,5
670,900,Zhu Wen takes control of Hebei,10th century,5
671,900,"Emperor Zhaozong of Tang is dethroned; his son Li Yu, Prince of De is set up as emperor by a eunuch",10th century,5
672,901,Emperor Zhaozong of Tang is restored and later forced by eunuchs to leave Chang'an for Fengxiang (in Shaanxi),10th century,5
673,902,Zhu Wen names Yang Xingmi Prince of Wu and lays siege to Fengxiang,10th century,5
674,903,"Zhu Wen takes Emperor Zhaozong of Tang to Chang'an, where Zhu and Cui Yin carry out wholesale slaughter of the eunuchs",10th century,5
675,903,Wang Jian is created Prince of Shu,10th century,5
676,904,"Zhu Wen kills Cui Yin and forces Emperor Zhaozong of Tang to leave Chang'an for Luoyang, where Zhaozong is killed",10th century,5
677,904,Emperor Ai of Tang is enthroned by Zhu Wen,10th century,5
678,904,First possible usage of gunpowder weapons (possibly fire arrows) by Wu (Ten Kingdoms) during the siege of Yuzhang[160],10th century,5
679,907,Khitan chieftain Abaoji becomes emperor of the Liao dynasty,10th century,5
680,907,Zhu Wen deposes Emperor Ai of Tang and establishes his Later Liang dynasty in Kaifeng (in Henan); so ends the Tang dynasty,10th century,5
681,960,"Zhao Kuangyin declares himself Emperor Taizu of Song, replacing Later Zhou",10th century,6
682,963,Song conquers Jingnan,10th century,6
683,963,"Song dynasty introduces the appointment by protection system, which allows high officials to nominate their sons, grandsons, and nephews for the civil service",10th century,6
684,965,Song conquest of Later Shu: Song conquers Later Shu,10th century,6
685,965,Tao Gu provides the first written documentation of using cormorants for fishing,10th century,6
686,967,"Long Yanyao of Nanning, the Yang clan of Bo Prefecture, and the Tian clan of Si Prefecture submit to the Song dynasty in return for their autonomy",10th century,6
687,967,"Song dynasty recognizes the Bole of the Luodian kingdom, the Mangbu of the Badedian kingdom, and the Awangren of the Yushi kingdom",10th century,6
688,968,Vietnamese king Đinh Bộ Lĩnh of the Đinh dynasty unites the kingdom and renames it to Đại Cồ Việt,10th century,6
689,969,"Gunpowder propelled fire arrows, rocket arrows, are invented by Yue Yifang and Feng Jisheng.",10th century,6
690,971,Song conquest of Southern Han: Song conquers Southern Han - marks the last time elephants are used in Chinese warfare,10th century,6
691,972,Emperor Taizu of Song recognized the independence of Vietnamese kingdom Đại Cồ Việt with establishing the nominate tributary relation,10th century,6
692,974,"The earliest natural history of pharmaceuticals, the Kaibao Bencao, is printed",10th century,6
693,974,The Mo clan of Nandan submits to Song authority,10th century,6
694,975,Song conquest of Southern Tang: Song conquers Southern Tang,10th century,6
695,975,"Emperor Taizu of Song tries to convince Pugui of the Mu'ege Kingdom situated in northwest, central, east, and southeast Guizhou to acquiesce to Song overlordship",10th century,6
696,976,Emperor Taizu of Song dies and his brother Zhao Guangyi succeeds him as Emperor Taizong of Song[13],10th century,6
697,976,"Song dynasty and aboriginal allies in Guizhou attack the Mu'ege Kingdom, forcing them to retreat to Dafang County",10th century,6
698,977,The price ratio of iron to rice reaches 632:100,10th century,6
699,978,Song conquers Wuyue,10th century,6
700,979,Song conquest of Northern Han: Song conquers Northern Han,10th century,6
701,979,Battle of Gaoliang River: Song dynasty invades Liao dynasty and is defeated,10th century,6
702,980,Emperor Jingzong of Liao invades the Song dynasty and retakes territory in Hebei,10th century,6
703,980,Long Yanyao's grandson Long Qiongju presents tribute to the Emperor Taizong of Song,10th century,6
704,981,Battle of Bạch Đằng (981): Song dynasty invades Đại Cồ Việt (Early Lê dynasty) with initial success but is ambushed and the campaign ends with Lê Hoàn accepting Song suzerainty,10th century,6
705,982,"Jiqian's rebellion: Li Jipeng of the Dingnan Jiedushi surrenders to the Song, but his cousin Li Jiqian rebels",10th century,6
706,983,"The complete 130,000 block print edition of the Tripiṭaka Buddhist Canon (Kaibao zangshu 開寶藏書) is finished",10th century,6
707,984,Qiao Weiyue invents the pound lock,10th century,6
708,986,Song dynasty attacks the Khitans but is defeated,10th century,6
709,993,A drought hits Sichuan and peasant rebellions break out,10th century,6
710,994,Jiqian's rebellion: Song dynasty deposes Li Jiqian,10th century,6
711,994,Earliest record of promissory note,10th century,6
712,995,Rebellions in Sichuan are suppressed,10th century,6
713,995,Long Hanyao of Nanning presents tribute to the Song court,10th century,6
714,996,Jiqian's rebellion: Li Jiqian rebels with Tanguts and raids Song supplies,10th century,6
715,997,Emperor Taizong of Song dies and his son Zhao Heng becomes Emperor Zhenzong of Song,10th century,6
716,998,Khitans invade the Song dynasty,10th century,6
717,998,Jiqian's rebellion: Song dynasty legitimizes Li Jiqian as governor of Dingnan Jiedushi,10th century,6
718,998,Long Hanyao of Nanning presents tribute to the Song court,10th century,6
719,1000,Khitan forces retreat from the Song dynasty after failing to take key cities,11st century,6
720,1000,Zhuang rebels attack Yongzhou but the attack is defeated by Zhuang troops of the Song-allied Huang clan,11st century,6
721,1000,Tang Fu demonstrates gunpowder pots and caltrops to the Song court and is rewarded.,11st century,6
722,1000,Chinese discover that magnetic north and true north are not the same,11st century,6
723,1001,Tanguts capture Ordos,11st century,6
724,1001,Khitans attack the Song dynasty but are repulsed,11st century,6
725,1001,"Zhuang rebels calling themselves the Troops of Chen (chenbing) rebel in Yizhou. Their leader, Su Chengzhun, is defeated three months later.",11st century,6
726,1002,Shi Pu demonstrates fireballs utilizing gunpowder to the Song court and blueprints are created for promulgation throughout the realm.,11st century,6
727,1003,Khitans invade the Song dynasty and retreat without making permanent gains,11st century,6
728,1004,Emperor Shengzong of Liao conducts a full-scale invasion of the Song dynasty which ends in stalemate,11st century,6
729,1004,"A banquet is held for a Nong chieftain in Song territory, leading to military retaliation from Đại Cồ Việt",11st century,6
730,1005,Chanyuan Treaty: The Song dynasty agrees to pay the Khitans an annual tribute of silk and silver,11st century,6
731,1009,Emperor Zhenzong of Song introduces quotas on degrees awarded,11st century,6
732,1009,"Song dynasty modifies the appointment by protection system by requiring candidates to study at the Directorate of Education and sit the examination, which passes at least 50 percent of them",11st century,6
733,1010,Tanguts request famine relief from the Song,11st century,6
734,1012,"Song court sponsors the propagation of the early maturing Champa rice, allowing rice to be harvested twice a year",11st century,6
735,1014,King Lý Thái Tổ of the Lý dynasty that ruled Đại Việt sends 100 Dali horses to Song court as gifts,11st century,6
736,1016,Locusts plague the Song capital of Kaifeng,11st century,6
737,1017,Đại Cồ Việt raids the Song dynasty,11st century,6
738,1018,Yellow River dikes collapse,11st century,6
739,1021,Agricultural land reaches 13 percent of Song state territory,11st century,6
740,1022,Emperor Zhenzong of Song dies and his son succeeds him as Emperor Renzong of Song; Empress Liu becomes regent,11st century,6
741,1023,"Song dynasty establishes a Bureau for Exchange Bills in Chengdu after craftsmen, artisans, and farmers reject the replacement of the smaller copper coins with heavy iron coins",11st century,6
742,1023,"Song dynasty starts circulating exchange bills, each worth 1,256,340 strings of cash per 3-year circulation period",11st century,6
743,1024,"Earliest known extant printing block for paper money, the jiaozi",11st century,6
744,1026,Torrential rains damage the Yellow River dikes and cause widespread flooding in the Song capital of Kaifeng,11st century,6
745,1027,Repairs on the Yellow River dikes are finished,11st century,6
746,1033,Empress Liu's regency ends as she dies,11st century,6
747,1033,Drought hits northern China,11st century,6
748,1034,Li Yuanhao of the Tanguts raids Song dynasty,11st century,6
749,1036,Unprecedented spread of literati culture throughout society compels the Song court to promulgate sumptuary regulations for citizens of Kaifeng,11st century,6
750,1036,Song civil service doubles in size,11st century,6
751,1036,"All officials, their sons and grandsons, are relieved from obligations to serve as village officers",11st century,6
752,1036,Đại Cồ Việt raids the Song dynasty,11st century,6
753,1037,"Earthquake kills 12,000 people, injures 5,600, and kills or injures 50,000 cattle around Kaifeng",11st century,6
754,1038,Li Yuanhao declares himself Emperor Jingzong of Western Xia,11st century,6
755,1038,The Meng clan (Zhuang people) in Yizhou of Guangnan West Circuit rebels and is suppressed,11st century,6
756,1039,Western Xia attacks Song dynasty but is repulsed,11st century,6
757,1039,Famine strikes north China,11st century,6
758,1040,Song-Xia War (1040–1044): Western Xia invades Song dynasty,11st century,6
759,1041,"Song-Xia War (1040–1044): Western Xia defeats a Song army and kills 6,000",11st century,6
760,1041,Movable type is invented by Bi Sheng,11st century,6
761,1042,Song-Xia War (1040–1044): Western Xia conducts a full-scale invasion of the Song dynasty but is repelled,11st century,6
762,1042,"Song-Xia War (1040–1044): Khitans force the Song dynasty to increase annual tribute to 200,000 taels of silver and 300,000 bolts of silk",11st century,6
763,1042,Song dynasty appoints Degai of the Mu'ege Kingdom as regional inspector,11st century,6
764,1043,The Yao people of Guiyang rebel,11st century,6
765,1043,Emperor Renzong of Song enacts the Confucian Qingli Reforms and schools are established at prefectures with sufficient number of students,11st century,6
766,1043,"The School of Four Gates opens - it provides students with a 500-day education, stipends, meals, a place in the dormitory, and exemption from the prefectural examinations",11st century,6
767,1044,Song-Xia War (1040–1044): Western Xia and Song dynasty cease hostilities,11st century,6
768,1044,Ou Xifan of the Ou clan rebels to the northwest of Yizhou in Guangnan West Circuit. Ou Xifan declares the Great Tang and wages war on the Song. He is caught a year later and executed by vivisection.[44],11st century,6
